;0
1760;CC(=O)O[C@@]12CCN(C(C)=O)[C@@H]1N(C(C)=O)c1ccc(OC(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc12
1761;CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1
1762;CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OC(C)C
1763;CCN(CCCCCCCNC1=CC(=O)C(NCCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC
1764;Oc1ccc(-c2nnc(Nc3ncccn3)o2)cc1
1765;O=[N+]([O-])c1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1
1766;O=c1c2ccccc2oc2ccc(OCCCCCN3CCCCCC3)cc12
1767;CCN(C)C(=O)Oc1ccc(-c2cc(=O)c3c(OC(=O)N(C)CC)cc(OC(=O)N(C)CC)cc3o2)cc1
1768;O=C(CCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1
1769;CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2
1770;CC1C(=O)c2ccccc2C(=O)C1=NC1CCN(Cc2ccccc2)CC1
1771;O=c1nc2sc3ccccc3n2c2ncccc12
1772;CN(CCC(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1
1773;CN(C)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1
1774;COC(=O)C1C(=Nc2ccc(F)cc2)C[C@@H](c2ccc(F)cc2)N(c2ccc(F)cc2)[C@@H]1c1ccc(F)cc1
1775;COC(=O)C1C(=Nc2ccccc2)C[C@@H](c2cccc([N+](=O)[O-])c2)N(c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1
1776;CN(CCC(=O)NCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1
1777;Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2
1778;CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCCCCNc3c4c(nc5ccc(Cl)cc35)CCCC4)cc12
1779;CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(Cl)cc(Cl)c2)C3=O)c1
1780;CCN(CCCCCCNc1ccc(-c2ccc(NCCCCCCN(CC)Cc3ccccc3OC)cc2)cc1)Cc1ccccc1OC
1781;CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1
1782;CC(C)N1Cc2cc(O)ccc2N(C)C1c1ccccc1
1783;CN1Cc2cc(O)ccc2N(C)C1c1cc[nH]c1
1784;CN1Cc2cc(O)ccc2N(C)C1c1ccoc1
1785;COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2Cl)CN(C)C12C(=O)Nc1ccc([N+](=O)[O-])cc12
1786;COc1ccc(C2CN(C)C3(C(=O)Nc4ccc(Cl)cc43)C23Cc2cc(OC)c(OC)cc2C3=O)cc1OC
1787;COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2)CN(C)C12C(=O)Nc1ccc(Cl)cc12
1788;COc1cccc2cc(CN(CCCCCCCNc3c4c(nc5ccccc35)CCCCC4)Cc3cc4cccc(OC)c4o3)oc12
1789;COc1cccc2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12
1790;CCNCc1cccc2[nH]c3cc(Cl)ccc3c12
1791;CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
1792;COc1cc(CCC(=O)N=CC(=O)Nc2cccc(C)c2)ccc1O
1793;O=C(/C=C/c1ccc(OCCCCN2CCCCC2)cc1)c1c(O)cc(OCCCCN2CCCCC2)cc1O
1794;COc1nc(Oc2ccc(C(=O)OCC(C)N(C)C)cc2)nc(Oc2ccc(C(=O)OCC(C)N(C)C)cc2)n1
1795;O=C(C=Cc1ccc(O)c(O)c1)NCCC1CCN(Cc2ccccc2)CC1
1796;Nc1c2c(nc3ccc(Br)cc13)CCCCC2
1797;Nc1c2c(nc3cccc(Cl)c13)CCCCC2
1798;Cc1ccc2c(N)c3c(nc2c1)CCCCC3
1799;c1ccc2c(NCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3
1800;c1ccc2c(NCCCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3
1801;CN(C)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3ccccc3)cc(=O)c2c1
1802;CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(NC(=O)CN3CCOCC3)cc2)cc1
1803;c1cc(C[N+]23CCC(CC2)CC3)cc(-c2cccc(C[N+]34CCC(CC3)CC4)c2)c1
1804;C[C@H](CC[C@@H](O)C(C)(C)O)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C
1805;C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3=O)CO
1806;COc1ccc(CN2CCC(CCNC(=O)C=Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1
1807;Cc1ccc(CN2CCC(CCNC(=O)C=Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1
1808;COc1cccc(C(C)N(C)CCCNC(=O)CCCCC2CCSS2)c1
1809;Nc1c2c(nc3c1cc(-c1ccccc1)n3-c1ccccc1)CCCC2
1810;COc1ccc(Cn2cc(C(=O)NCCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1
1811;CN(C)c1ccccc1CNCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2
1812;Cc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C
1813;CC1(C)CN=C2C([N+](=O)[O-])C3(C(=O)c4ccc(Br)c5c(Br)ccc3c45)C(C#N)C(=N)N2C1
1814;N#CC1C(=N)N2CCCN=C2C([N+](=O)[O-])C12C(=O)Nc1ccc(F)cc12
1815;CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C1=C2O[C@@H](C(C)(C)O)[C@@H]1O
1816;C=CC(=O)N1C/C(=C\c2cccc([N+](=O)[O-])c2)C(=O)[C@@]2(C1)[C@H](c1cccc([N+](=O)[O-])c1)CN(C)[C@]21C(=O)Nc2ccccc21
1817;OCCN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1
1818;CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccncc2)=CC1=O)Cc1ccncc1
1819;CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2C)=CC1=O)Cc1ccccc1C
1820;CCN(CCCCCNC1=CC(=O)C(NCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC
1821;COc1ccc(Cn2cc(C(=O)NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)c3ccccc32)cc1
1822;COc1ccc(Cn2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)c3ccccc32)cc1
1823;COc1ccc(Cn2cc(C(=O)NCCCCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1
1824;CN(Cc1ccccc1)Cc1ccc(-c2cc3cc([N+](=O)[O-])ccc3oc2=O)cc1
1825;COc1cc2oc(-c3ccc(NCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC
1826;Cc1cc(=O)[nH]c2c1C(=O)C(=NCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)CC2=O
1827;c1cc[n+](CCCCCCCCCCCC[n+]2cccc3ccccc32)cc1
1828;c1cc[n+](CCCCCCCCCCC[n+]2ccc3ccccc3c2)cc1
1829;COc1ccc(C(=O)c2ccc(CN3CCc4ccccc4C3)cc2)cc1OC
1830;C#CCOc1ccc(-c2cc(-c3ccc(OCCN4CCOCC4)cc3)nc(N)n2)cc1
1831;CCN(CCCCCC(=O)N1CCC(CC2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC
1832;c1ccc2c(NCCN3CCOCC3)c3c(nc2c1)CCCC3
1833;O=C1OCc2cc(-c3ccc(-c4ccc(CO)cc4)s3)ccc21
1834;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)cc(O)c4)c3C(C1)C2
1835;COc1cc2c(cc1OC)C(c1ccccc1)N(CCCCCn1ccnc1C=NO)CC2
1836;Oc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1
1837;COc1ccc(C(=O)COc2ccc([N+](C)(C)C)cc2)cc1OC
1838;COc1cc2c(cc1OC)CC(CC1CCN(CCNc3c4c(nc5cc(Cl)ccc35)CCCC4)CC1)C2
1839;O=C(NCC1CCN(Cc2cccc(F)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1
1840;CCN(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCCN(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC
1841;Cn1c(O)cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc21
1842;COc1ccc2c(c1)C/C(=C/c1ccccc1-c1ccc3ccccc3c1)C2=O
1843;CN(C)C(=O)Oc1cccc2c1CCC2N
1844;c1ccc2c(c1)CN1CCCCCC1=N2
1845;O=C(COc1ccc(-c2ccccc2)cc1)NCCCN1CCCCC1
1846;CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O
1847;COc1ccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1
1848;CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCNc3c4c(nc5ccccc35)CCCC4)cc12
1849;COc1ccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)cc1
1850;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2
1851;N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1Cl
1852;CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)cc12
1853;CCOC(OCC)c1ccc(/C=C/C(=O)C2CCc3ccccc3C2=O)cc1
1854;CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCNc2c3c(nc4ccccc24)CCCC3)cc1
1855;Oc1ccc(CNCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1O
1856;CCN1CCN(c2ccc(C3CC(c4ccc(OC)c(OC)c4)=NN3C(C)=O)cc2)CC1
1857;COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCN(c4ccccc4)CC3)cc1)NCC2
1858;CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)C=C1
1859;CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)CSC(C(C)C)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C
1860;O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCN(C(=O)CCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)CC1
1861;CNC(=O)Oc1cccc(CN(C)CCCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1
1862;CCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2
1863;COc1ccc(NC(=O)C2CCN(C(=O)c3ccccc3)CC2)cc1OC
1864;COc1ccc(-c2cc3cc4c(=O)c(/C=N/Nc5ccc(C(F)(F)F)cc5)coc4cc3o2)cc1
1865;COc1ccc(C(=O)CCc2cc[n+](Cc3ccccc3C(F)(F)F)cc2C#N)cc1OC
1866;CCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2
1867;NC(Cc1c[nH]c2ccccc12)C(=O)NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
1868;COc1ccc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)cc1O
1869;COc1cc2c(cc1OC)C(=O)C(CC1CC[N+](C)(Cc3ccccc3)CC1)C2
1870;C#CCN(C)C1CCc2cccc(OC(=O)N(C)C)c21
1871;CN(C)CCNc1cc(NCCSCc2ccc(CN(C)C)o2)c([N+](=O)[O-])cc1[N+](=O)[O-]
1872;C#CCN(C)[C@H](C)Cc1cccc(OC(=O)N(C)CCCCCC)c1
1873;CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2
1874;CCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1
1875;CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3n[nH]c(-c4ccccc4F)n3)ccc21
1876;Cc1ccccc1CN1CCC(C(=O)NCCc2c[nH]c3ccccc23)CC1
1877;CN(CCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1
1878;Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C)OC2
1879;CCOC(=O)C1C(=Nc2ccccc2)C[C@@H](c2ccccc2)N(c2ccccc2)[C@@H]1c1ccccc1
1880;COC(=O)C1C(=Nc2ccc(Br)cc2)C[C@@H](c2ccc(OC)cc2)N(c2ccc(Br)cc2)[C@@H]1c1ccc(OC)cc1
1881;COc1ccc(-c2ccc(OCC(=O)NCCCN3CCCCC3)cc2)cc1
1882;CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCCc2ccccc2)c1
1883;CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3Cc2ccccc2)cc1
1884;CCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2
1885;CN1Cc2cc(O)ccc2N(C)C1c1ccc(Cl)cc1
1886;O=C(NCCc1c[nH]c2ccccc12)c1cc[n+](Cc2ccccc2)cc1
1887;COc1ccc2[nH]cc(CCNC(=O)/C=C/c3cc[n+](Cc4ccccc4F)cc3)c2c1
1888;C[N+](C)(C)CCCCCBr
1889;CC(C)NCc1cccc2[nH]c3ccccc3c12
1890;CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12
1891;Cc1cc(S(=O)(=O)NCc2ccccn2)c(C(C)C)cc1O
1892;CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCCc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1
1893;COc1cccc(CN(C)[C@@H](C)[C@H]2[C@H](O)C[C@@]3(C)[C@@H]4CC[C@H]5[C@]6(C)CSC(C(C)C)=N[C@H]6CC[C@@]56C[C@@]46C(=O)C[C@]23C)c1
1894;O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1CCCc1ccccc1-2
1895;CN(C)CCNC(=O)COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1
1896;COc1ccc(/C=C/C(=O)c2cc(I)c(Cl)cc2O)cc1
1897;CCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(C)C2C1
1898;C#CC(C)NCCc1cccc(OC(=O)N(C)CC)c1
1899;Cc1ccccc1COc1ccc2c(C)c(C)c(=O)oc2c1
1900;CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1
1901;Nc1cc(-c2ccccc2Br)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12
1902;COC(=O)/C=C/C(=O)Nc1ccc(OCCCCSC(=S)N2CCCCC2C)cc1
1903;O=C(NN=Cc1ccc(O)cc1)N1CCN(c2ccccn2)CC1
1904;COc1ccccc1CN(C)CCCN(C)CCCNCCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
1905;O=C1CCN(Cc2ccccc2)CC1=Cc1c[nH]c2ccccc12
1906;CC1CCN(CC2Cc3ccccc3C2=O)CC1
1907;CC1=CC2Cc3nc4ccccc4c(NCCCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2
1908;COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCCC3C)cc1)NCC2
1909;C#CCN(C)C1CCc2ccc(OC(=O)N(C)C)cc21
1910;CC[C@H]1[C@H](CC(C)C(=O)OC)O[C@]23CC[C@@H]([C@@H]4CC(C)C(=O)O4)N2CCCC[C@H]13
1911;CN(C)Cc1ccc(CSCCNc2cc(NN)c([N+](=O)[O-])cc2[N+](=O)[O-])o1
1912;c1cc[n+](CCCCCCCCC[n+]2ccccc2)cc1
1913;c1cc[n+](Cc2ccccc2C[n+]2ccccc2)cc1
1914;CCN(CC)CCCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2
1915;CCN(CC)CCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2
1916;C[C@H](Cc1ccccc1)NC(=O)Oc1cccc([C@H](C)N(C)C)c1
1917;C[C@H](Cc1ccccc1)N(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
1918;COc1cc2c(cc1OC(C)C)CC(C)C2=O
1919;c1ccc2c(CNc3ccnc(N4CCSCC4)n3)cccc2c1
1920;CN1CCN(c2nccc(NCCc3ccccc3)n2)CC1
1921;c1ccc(CNc2ccnc(N3CCNCC3)n2)cc1
1922;c1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1
1923;c1ccc(CNc2ccnc(N3CCCC3)n2)cc1
1924;COc1cccc(CC2CCN(CCOc3ccc4c5c(c(=O)oc4c3)CCCC5)CC2)c1
1925;O=C(c1ccccc1)c1c(C2CCN(Cc3ccccc3)CC2)oc2ccccc12
1926;COc1ccc(C(=O)c2c(C3CCN(Cc4cc(OC)ccc4OC)CC3)oc3ccccc23)cc1
1927;CC(C)c1ccc(NC(=O)OC2CCN(C3Cc4ccccc4C3)CC2)cc1
1928;COc1cc(CCC(=O)N=CC(=O)Nc2ccccc2C)ccc1O
1929;CCN(CC)CC(=O)Nc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1
1930;CCN(CC)CCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1
1931;CCN(CC)CCc1ccc(Oc2ccc(C(=O)c3ccc(CN(C)Cc4ccccc4)cc3)cc2)cc1
1932;COc1cc(CNCCCNC2=CC(=O)C(NCCCNCc3ccc(O)c(OC)c3)=CC2=O)ccc1O
1933;O=C(O)/C=C/c1ccc2oc(C(=O)Nc3ccccc3)cc(=O)c2c1
1934;CCN(CC)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3ccccc3)cc(=O)c2c1
1935;CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCCCN3CCCCC3)cc2)cc1
1936;c1cc(C[n+]2ccc(N3CCCCC3)cc2)cc(-c2cccc(C[n+]3ccc(N4CCCCC4)cc3)c2)c1
1937;O=C(NCCCCCc1ccccc1)Oc1ccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1
1938;O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cccc(O)c2[nH]1
1939;O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)c(O)cc2o1
1940;C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C
1941;COc1ccc2oc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1
1942;Nc1ccc(O)c(CN2CCOCC2)c1
1943;Nc1ccc(O)c(CN2CCCCC2)c1
1944;Nc1ccc(O)c(CN2CCCC2)c1
1945;CCCCN(C)Cc1cc(N)ccc1O
1946;COc1ccc(C(=O)c2ccc(CN(C)Cc3cccc([N+](=O)[O-])c3)cc2)cc1OC
1947;CN(C)C(=O)Oc1ccc(-c2cn3c(C(F)(F)F)cccc3[n+]2C)cc1
1948;CNC(=O)Oc1ccc(-c2cn3c(NC(C)=O)cccc3[n+]2C)cc1
1949;Cc1cccc2n1cc(-c1cccc(OC(=O)N(C)C)c1)[n+]2C
1950;CCCCNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1
1951;c1ccc(-c2ccc(NCCCN3CCc4ccccc4C3)nn2)cc1
1952;c1ccc(-c2nnc(NCN3CCCCC3)s2)cc1
1953;c1ccc(-c2cnc(NCN3CCCCC3)nn2)cc1
1954;Cc1ccc(C(=O)NC(=S)NCCOCCN(C)Cc2ccccc2)cc1
1955;CN(CCOCCNC(=S)NC(=O)c1ccc(-c2ccccc2)cc1)Cc1ccccc1
1956;CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(Cc3ccccc3)cc2)c1
1957;c1cnc2nc3c(c(NCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3
1958;Cc1ccc(S(=O)(=O)N2[C@H](C)CCC[C@@H]2C)cc1
1959;CCCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)C1C2
1960;C#CC(C)(C)OC[n+]1ccn(C)c1C=NO
1961;C=C(C)[C@@H](O)CC[C@]1(C)[C@@H](CC=C(C)C)C[C@]23C[C@@H](C(C)(C)O)OC2=C(CC=C(C)C)C(=O)[C@@]1(C(=O)C(C)C)C3=O
1962;O=C1CCN(Cc2ccccc2)CC1=Cc1cc[nH]c1
1963;c1ccc(CN2CCC(CCNc3nnc(-c4ccccc4)c4ccccc34)CC2)cc1
1964;c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3
1965;c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3
1966;O=[N+]([O-])c1ccc2c(Nc3ccccc3)c3c(nc2c1)CCCC3
1967;C#CCN(CCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1
1968;CCN(CCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC
1969;O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
1970;COc1ccc(-c2cc(-c3ccc(N(C)C)cc3)nc(NS(=O)(=O)c3ccc(NC(C)=O)cc3)n2)cc1
1971;CCCc1cc(NCCC2CCN(Cc3ccccc3)CC2)nnc1-c1ccccc1
1972;O=C(NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12
1973;S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccc(Br)cc1
1974;CC(=O)Nc1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1
1975;C[n+]1c2ccccc2c(N)c2ccccc21
1976;C[n+]1c(/C=C/c2ccc(Cl)cc2)ccc2ccccc21
1977;C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C
1978;c1ccc(CCNc2ccnc(N3CCCC3)n2)cc1
1979;Clc1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1
1980;OCCN1CCN(c2nccc(NCc3ccccc3)n2)CC1
1981;c1ccc(CNc2ccnc(N3CCN(C4CCCCC4)CC3)n2)cc1
1982;CC(=O)N1CCN(c2nccc(NCc3ccccc3)n2)CC1
1983;CN1CCN(c2nccc(NCc3ccccc3)n2)CC1
1984;c1ccc2c(c1)ccc[n+]2CCCCCCCCCCC[n+]1cccc2ccccc21
1985;CC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc(OCC(F)(F)F)ccc2C1=O
1986;CC(C)N(CCN1CC(=O)N(CCc2ccc(Cl)cc2Cl)CC1=O)C(C)C
1987;COc1cc2[nH]c(=O)c(C(=O)NCC3CCN(Cc4ccccc4)CC3)c(O)c2cc1OC
1988;C[n+]1ccc2c(c1)[nH]c1ccc(O)cc12
1989;Nc1c2c(nc3nc(-c4ccccc4)cc(C(F)(F)F)c13)CCC2
1990;C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C=C[C@H]4C(C)(C)[C@@H](N(C)C)[C@H](O)C[C@@]45C[C@@]35CC[C@]12C)N(C)C
1991;CC(=O)O[C@@H]1C[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(CO)[C@@H](NC(=O)c5ccccc5)C=C[C@]4(O)CC3=CC[C@]2(C)[C@H]1[C@H](C)N(C)C
1992;CN[C@H]1CCC2=CC3=CC[C@]4(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]4(C)[C@@H]3CC[C@H]2C1(C)C
1993;CC1(C)C=C2Oc3nc4c(c(N)c3[C@@H](c3ccccc3C(F)(F)F)C2C(=O)C1)CCCC4
1994;CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccc([N+](=O)[O-])c1)CCCC3
1995;CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1ccc(OC)cc1)CCCC3
1996;NC(Cc1c[nH]c2ccccc12)C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2
1997;CCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2
1998;CCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)[C@@H]1C2
1999;O=C(C1CCCCC1)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1
2000;CCC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1
2001;O=C1c2ccccc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1
2002;O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1C1CCN(Cc2ccccc2)CC1
2003;O=C1c2ccccc2NCN1CCC1CCN(Cc2ccccc2)CC1
2004;Oc1cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)[nH]oc3cc2n1
2005;Cc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C
2006;COC(=O)Nc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C
2007;COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCN(C)C
2008;CCN(CC)CCCCCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC
2009;CCOC(=O)/C=C/c1ccc(OCCCCCCCCN(CC)CC)c(OC)c1
2010;CC(C)c1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
2011;CNC(=O)Oc1ccc2c(c1)CC[C@@H]1CCN(C)[C@H]21
2012;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2
2013;CC(C)c1cc(-c2ccccc2)nnc1NCCC1CCN(Cc2ccccc2)CC1
2014;COc1cc2c(cc1OC)SC(CC1CC[N+](C)(Cc3ccccc3)CC1)C2
2015;O=C(CCc1cc[n+](Cc2ccccc2)cc1)c1ccc2c(c1)OCO2
